R:A::C:P,0,1,2,3 6,4 5
0,0.053231939163498096,0.022813688212927757,0.019011406844106463,0.015209125475285171,0.019011406844106463
1,0.12737642585551331,0.0817490494296578,0.07604562737642585,0.057034220532319393,0.08745247148288973
2,0.03231939163498099,0.03802281368821293,0.045627376425855515,0.058935361216730035,0.03612167300380228
3 6,0.017110266159695818,0.013307984790874524,0.024714828897338403,0.039923954372623575,0.039923954372623575
4 5,0.017110266159695818,0.0076045627376425855,0.013307984790874524,0.03231939163498099,0.024714828897338403
