R:A::C:P,0,1,2,3 6,4 5
0,0.2153846153846154,0.13953488372093023,0.10638297872340426,0.07476635514018691,0.09174311926605505
1,0.5153846153846153,0.5,0.425531914893617,0.2803738317757009,0.42201834862385323
2,0.13076923076923078,0.23255813953488372,0.2553191489361702,0.2897196261682243,0.1743119266055046
3 6,0.06923076923076923,0.08139534883720931,0.13829787234042554,0.19626168224299065,0.1926605504587156
4 5,0.06923076923076923,0.046511627906976744,0.07446808510638298,0.1588785046728972,0.11926605504587157
