R:A::C:P,0 5,1 2 3 6,4
0 5,0.3941176470588235,0.48823529411764705,0.11764705882352941
1 2 3 6,0.2959094865100087,0.5700609225413403,0.134029590948651
4,0.2328767123287671,0.547945205479452,0.2191780821917808
