R:A::C:P,0,1,2 5 6,3 4
0,0.40476190476190477,0.17857142857142858,0.10256410256410256,0.18
1,0.42857142857142855,0.6428571428571429,0.41025641025641024,0.36
2 5 6,0.14285714285714285,0.14285714285714285,0.41025641025641024,0.28
3 4,0.023809523809523808,0.03571428571428571,0.07692307692307693,0.18
