R:A::C:P,0 2 4,1,3 5 6
0 2 4,0.40804597701149425,0.30612244897959184,0.33916083916083917
1,0.3390804597701149,0.47619047619047616,0.32167832167832167
3 5 6,0.25287356321839083,0.21768707482993196,0.33916083916083917
