R:A::C:P,0 6,1 2,3,4 5
0 6,0.25142857142857145,0.16666666666666666,0.14516129032258066,0.2018348623853211
1 2,0.6,0.7055555555555556,0.6451612903225806,0.5963302752293578
3,0.045714285714285714,0.06666666666666667,0.08064516129032258,0.08256880733944955
4 5,0.10285714285714286,0.06111111111111111,0.12903225806451613,0.11926605504587157
