R:A::C:P,0 6,1 3 4,2,5
0 6,0.4,0.19230769230769232,0.08,0.18181818181818182
1 3 4,0.4222222222222222,0.5897435897435898,0.56,0.45454545454545453
2,0.13333333333333333,0.20512820512820512,0.32,0.36363636363636365
5,0.044444444444444446,0.01282051282051282,0.04,0.0
