R:A::C:P,0 2,1 6,3,4,5
0 2,0.4375,0.2708333333333333,0.11458333333333333,0.11458333333333333,0.0625
1 6,0.4666666666666667,0.225,0.13333333333333333,0.10833333333333334,0.06666666666666667
3,0.25,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.16666666666666666
4,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.0
5,0.625,0.125,0.25,0.0,0.0
