R:A::C:P,0 2,1 6,3,4,5
0 2,0.3853211009174312,0.45614035087719296,0.3142857142857143,0.36666666666666664,0.375
1 6,0.5137614678899083,0.47368421052631576,0.45714285714285713,0.43333333333333335,0.5
3,0.027522935779816515,0.03508771929824561,0.11428571428571428,0.03333333333333333,0.125
4,0.027522935779816515,0.017543859649122806,0.05714285714285714,0.16666666666666666,0.0
5,0.045871559633027525,0.017543859649122806,0.05714285714285714,0.0,0.0
