R:A::C:P,0 2,1 6,3,4,5
0 2,0.1700404858299595,0.10526315789473684,0.044534412955465584,0.044534412955465584,0.024291497975708502
1 6,0.22672064777327935,0.10931174089068826,0.06477732793522267,0.05263157894736842,0.032388663967611336
3,0.012145748987854251,0.008097165991902834,0.016194331983805668,0.004048582995951417,0.008097165991902834
4,0.012145748987854251,0.004048582995951417,0.008097165991902834,0.020242914979757085,0.0
5,0.020242914979757085,0.004048582995951417,0.008097165991902834,0.0,0.0
