R:A::C:P,0 4,1 5,2,3 6
0 4,0.04454022988505747,0.027298850574712645,0.016522988505747127,0.017241379310344827
1 5,0.12428160919540229,0.10847701149425287,0.035201149425287355,0.07471264367816093
2,0.05244252873563218,0.0603448275862069,0.029454022988505746,0.05531609195402299
3 6,0.09770114942528736,0.09410919540229885,0.039511494252873564,0.12284482758620689
