R:A::C:P,0 6,1 2 3 4,5
0 6,0.23809523809523808,0.16176470588235295,0.32
1 2 3 4,0.7142857142857143,0.803921568627451,0.56
5,0.047619047619047616,0.03431372549019608,0.12
