R:A::C:P,0,1 2,3 4 5 6
0,0.1069182389937107,0.0440251572327044,0.06918238993710692
1 2,0.13836477987421383,0.2578616352201258,0.2578616352201258
3 4 5 6,0.018867924528301886,0.031446540880503145,0.07547169811320754
