R:A::C:P,0,1 2,3 4 5 6
0,0.40476190476190477,0.1320754716981132,0.171875
1 2,0.5238095238095238,0.7735849056603774,0.640625
3 4 5 6,0.07142857142857142,0.09433962264150944,0.1875
