R:A::C:P,0,1,2 6,3,4 5
0,0.16911764705882354,0.08843537414965986,0.05641025641025641,0.05263157894736842,0.10096153846153846
1,0.4411764705882353,0.47619047619047616,0.358974358974359,0.3263157894736842,0.23557692307692307
2 6,0.25735294117647056,0.32653061224489793,0.36923076923076925,0.4105263157894737,0.4230769230769231
3,0.029411764705882353,0.05442176870748299,0.07692307692307693,0.09473684210526316,0.0673076923076923
4 5,0.10294117647058823,0.05442176870748299,0.13846153846153847,0.11578947368421053,0.17307692307692307
