R:A::C:P,0 3,1 2,4 5
0 3,0.4090909090909091,0.5,0.09090909090909091
1 2,0.43636363636363634,0.5454545454545454,0.01818181818181818
4 5,0.0,0.6666666666666666,0.3333333333333333
