R:A::C:P,0,1,2,3 4 5 6
0,0.2153846153846154,0.13953488372093023,0.10638297872340426,0.08333333333333333
1,0.5153846153846153,0.5,0.425531914893617,0.35185185185185186
2,0.13076923076923078,0.23255813953488372,0.2553191489361702,0.23148148148148148
3 4 5 6,0.13846153846153847,0.12790697674418605,0.2127659574468085,0.3333333333333333
