R:A::C:P,0,1,2,3 4 5 6
0,0.4117647058823529,0.17647058823529413,0.14705882352941177,0.2647058823529412
1,0.29646017699115046,0.1902654867256637,0.17699115044247787,0.336283185840708
2,0.15315315315315314,0.18018018018018017,0.21621621621621623,0.45045045045045046
3 4 5 6,0.1487603305785124,0.09090909090909091,0.1652892561983471,0.5950413223140496
