R:A::C:P,0 3,1 2 4 5,6
0 3,0.5185185185185185,0.4074074074074074,0.07407407407407407
1 2 4 5,0.36363636363636365,0.5080213903743316,0.12834224598930483
6,0.6666666666666666,0.3333333333333333,0.0
