R:A::C:P,0,1,2,3,4,5,6,p
0,0.0,0.13636363636363635,0.007575757575757576,0.0,0.022727272727272728,0.015151515151515152,0.0,0.022727272727272728
1,0.15151515151515152,0.0,0.09848484848484848,0.045454545454545456,0.022727272727272728,0.05303030303030303,0.0,0.07575757575757576
2,0.03787878787878788,0.030303030303030304,0.0,0.03787878787878788,0.015151515151515152,0.022727272727272728,0.0,0.06060606060606061
3,0.0,0.0,0.022727272727272728,0.0,0.007575757575757576,0.0,0.007575757575757576,0.0
4,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.015151515151515152
5,0.007575757575757576,0.0,0.007575757575757576,0.007575757575757576,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0
p,0.015151515151515152,0.0,0.007575757575757576,0.015151515151515152,0.007575757575757576,0.0,0.0,0.0
