R:A::C:P,0,1,2,3,4,5,6,p
0,0.7727272727272727,0.13636363636363635,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
1,0.2222222222222222,0.48148148148148145,0.25925925925925924,0.0,0.037037037037037035,0.0,0.0,0.0
2,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693
3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0
6,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.5
p,0.0,0.25,0.0,0.125,0.0,0.0,0.25,0.375
