R:A::C:P,0,1,2,3,4,5,6,p
0,17,3,2,0,0,0,0,0
1,6,13,7,0,1,0,0,0
2,1,7,2,1,0,1,0,1
3,0,1,1,0,0,0,0,1
4,1,0,0,0,0,0,0,1
5,0,1,2,0,1,0,2,0
6,0,0,1,0,1,0,1,3
p,0,2,0,1,0,0,2,3
