R:A::C:P,0 1,2 3 6,4,5
0 1,0.75,0.528169014084507,0.49122807017543857,0.36
2 3 6,0.21052631578947367,0.3732394366197183,0.3684210526315789,0.52
4,0.013157894736842105,0.035211267605633804,0.12280701754385964,0.0
5,0.02631578947368421,0.06338028169014084,0.017543859649122806,0.12
