R:A::C:P,0 1,2 3 5 6,4
0 1,0.8285714285714286,0.4857142857142857,0.6842105263157895
2 3 5 6,0.15714285714285714,0.4714285714285714,0.15789473684210525
4,0.014285714285714285,0.04285714285714286,0.15789473684210525
