R:A::C:P,0 3 6,1,2 4 5
0 3 6,0.3026315789473684,0.21428571428571427,0.2727272727272727
1,0.39473684210526316,0.6428571428571429,0.4
2 4 5,0.3026315789473684,0.14285714285714285,0.32727272727272727
