R:A::C:P,antag,fool,other,protag
antag,0.0,0.021739130434782608,0.01815541031227306,0.08333333333333333
fool,0.07142857142857142,0.2608695652173913,0.005809731299927378,0.05555555555555555
other,0.6428571428571429,0.6739130434782609,0.9644153957879448,0.5
protag,0.2857142857142857,0.043478260869565216,0.011619462599854757,0.3611111111111111
