R:A::C:P,0,1 4 5 6,2 3
0,0.2153846153846154,0.1,0.10256410256410256
1 4 5 6,0.6307692307692307,0.625,0.5192307692307693
2 3,0.15384615384615385,0.275,0.3782051282051282
