R:A::C:P,0,1 2 5 6,3 4
0,0.5,0.30952380952380953,0.19047619047619047
1 2 5 6,0.23626373626373626,0.5164835164835165,0.24725274725274726
3 4,0.043478260869565216,0.43478260869565216,0.5217391304347826
