R:A::C:P,0,1 2 5 6,3 4
0,0.3230769230769231,0.1111111111111111,0.12307692307692308
1 2 5 6,0.6615384615384615,0.8034188034188035,0.6923076923076923
3 4,0.015384615384615385,0.08547008547008547,0.18461538461538463
