R:A::C:P,0 4,1 3,2,5 6
0 4,0.12955465587044535,0.04048582995951417,0.024291497975708502,0.020242914979757085
1 3,0.1902834008097166,0.12955465587044535,0.10121457489878542,0.08906882591093117
2,0.05263157894736842,0.06477732793522267,0.04048582995951417,0.06072874493927125
5 6,0.012145748987854251,0.024291497975708502,0.012145748987854251,0.008097165991902834
