R:A::C:P,0 6,1,2 3 4 5
0 6,0.23809523809523808,0.1694915254237288,0.18235294117647058
1,0.4897959183673469,0.5254237288135594,0.37058823529411766
2 3 4 5,0.272108843537415,0.3050847457627119,0.4470588235294118
