R:A::C:P,0 1,2 5,3 6,4
0 1,0.8484848484848485,0.5161290322580645,0.35294117647058826,0.6666666666666666
2 5,0.13636363636363635,0.41935483870967744,0.35294117647058826,0.16666666666666666
3 6,0.0,0.03225806451612903,0.23529411764705882,0.08333333333333333
4,0.015151515151515152,0.03225806451612903,0.058823529411764705,0.08333333333333333
