                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   02-1-34-5-6   42.06%     26.35%     23.92%     8.97%   
                   02-1-35-4-6   42.06%     29.96%     25.72%     11.08%  
                   034-1-2-5-6   42.06%     26.35%     26.08%     11.43%  
                   04-1-2-35-6   42.06%     33.88%     30.66%     17.42%  
                   046-1-2-3-5   42.06%     34.62%     31.04%     17.85%  
                   05-1-24-3-6   42.06%     34.51%     30.45%     16.63%  
                   06-1-23-4-5   42.06%     32.37%     30.17%     16.32%  
                   06-13-2-4-5   42.06%     30.33%     28.82%     13.54%  
                   0-1-24-36-5   41.27%     38.81%     33.19%     19.90%  
                   0-1-25-3-46   41.27%     41.75%     34.97%     22.08%  
                   0-1-25-34-6   41.27%     34.64%     31.20%     17.70%  
                   0-14-2-35-6   41.27%     32.37%     29.76%     14.78%  
                   0-146-2-3-5   41.27%     33.05%     30.10%     14.95%  
                   0-15-2-3-46   41.27%     40.68%     34.22%     20.44%  
                   0-15-2-34-6   41.27%     33.57%     30.46%     16.06%  
                   02-1-3-4-56   41.27%     30.46%     25.97%     11.27%  
                   02-1-3-45-6   41.27%     28.31%     24.90%     9.94%   
                   02-16-3-4-5   41.27%     30.33%     25.67%     10.57%  
                   026-1-3-4-5   41.27%     30.28%     25.71%     10.67%  
                   04-1-2-3-56   41.27%     34.38%     30.91%     17.61%  
                   04-1-26-3-5   41.27%     34.14%     30.49%     17.06%  
                   04-16-2-3-5   41.27%     34.26%     30.61%     16.91%  
                   05-1-2-36-4   41.27%     43.12%     35.26%     22.72%  
                   0-1-2-346-5   40.48%     37.75%     32.76%     20.01%  
                   0-1-24-35-6   40.48%     32.97%     29.98%     16.02%  
                   0-1-246-3-5   40.48%     33.84%     30.47%     16.53%  
                   0-1-256-3-4   40.48%     38.47%     32.86%     19.48%  
                   0-14-2-3-56   40.48%     32.87%     30.01%     14.97%  
                   0-14-26-3-5   40.48%     32.63%     29.59%     14.42%  
                   0-15-26-3-4   40.48%     37.45%     32.09%     17.81%  
                   0-156-2-3-4   40.48%     37.55%     32.23%     17.68%  
                   0-16-25-3-4   40.48%     38.63%     32.95%     19.30%  
                   03-1-25-4-6   40.48%     30.50%     28.09%     13.39%  
                   03-14-2-5-6   40.48%     24.61%     24.85%     8.36%   
                   03-15-2-4-6   40.48%     29.43%     27.35%     11.75%  
                   035-1-2-4-6   40.48%     29.98%     27.67%     13.04%  
                   05-1-2-3-46   40.48%     40.79%     34.01%     21.11%  
                   05-1-2-34-6   40.48%     33.68%     30.25%     16.73%  
                   06-1-25-3-4   40.48%     38.41%     32.84%     19.49%  
                   06-14-2-3-5   40.48%     32.52%     29.60%     14.46%  
                   06-15-2-3-4   40.48%     37.34%     32.10%     17.85%  
                   0-1-2-356-4   39.68%     39.87%     33.79%     21.02%  
                   0-1-24-3-56   39.68%     33.47%     30.23%     16.21%  
                   0-16-24-3-5   39.68%     33.35%     29.93%     15.51%  
                   03-1-24-5-6   39.68%     25.22%     25.07%     9.60%   
                   05-1-26-3-4   39.68%     37.55%     31.88%     18.48%  
                   05-16-2-3-4   39.68%     37.67%     32.00%     18.33%  
                   056-1-2-3-4   39.68%     37.45%     31.95%     18.54%  
                   06-1-24-3-5   39.68%     33.13%     29.82%     15.70%  
                   0-1-2-345-6   38.89%     32.09%     29.75%     15.97%  
                   0-1-2-35-46   38.89%     39.25%     33.54%     20.50%  
                   0-1-2-36-45   38.89%     39.94%     33.96%     20.97%  
                   036-1-2-4-5   38.89%     29.43%     27.60%     13.03%  
                   0-1-2-3-456   38.10%     36.75%     32.16%     18.76%  
                   0-1-2-34-56   38.10%     32.64%     30.02%     16.31%  
                   0-1-26-34-5   38.10%     32.40%     29.60%     15.76%  
                   0-1-26-35-4   38.10%     36.02%     31.40%     17.87%  
                   0-16-2-34-5   38.10%     32.52%     29.72%     15.61%  
                   0-16-2-35-4   38.10%     36.13%     31.53%     17.72%  
                   03-1-2-46-5   38.10%     31.50%     28.62%     14.09%  
                   06-1-2-34-5   38.10%     32.30%     29.61%     15.80%  
                   06-1-2-35-4   38.10%     35.91%     31.42%     17.91%  
                   0-1-26-3-45   37.30%     34.37%     30.58%     16.74%  
                   0-16-2-3-45   37.30%     34.49%     30.71%     16.58%  
                   03-1-2-4-56   37.30%     28.50%     26.91%     12.00%  
                   03-1-2-45-6   37.30%     26.36%     25.84%     10.68%  
                   03-1-26-4-5   37.30%     28.26%     26.49%     11.46%  
                   03-16-2-4-5   37.30%     28.38%     26.61%     11.30%  
                   06-1-2-3-45   37.30%     34.27%     30.59%     16.77%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   0-1-25-36-4   42.06%     44.09%     36.21%     23.69%  
                   05-1-2-36-4   41.27%     43.12%     35.26%     22.72%  
                   0-15-2-36-4   42.06%     43.02%     35.47%     22.05%  
                   0-1-25-3-46   41.27%     41.75%     34.97%     22.08%  
                   05-1-2-3-46   40.48%     40.79%     34.01%     21.11%  
                   0-15-2-3-46   41.27%     40.68%     34.22%     20.44%  
                   0-1-2-36-45   38.89%     39.94%     33.96%     20.97%  
                   0-1-2-356-4   39.68%     39.87%     33.79%     21.02%  
                   04-1-2-36-5   42.86%     39.72%     33.87%     21.30%  
                   0-1-2-35-46   38.89%     39.25%     33.54%     20.50%  
                   0-1-24-36-5   41.27%     38.81%     33.19%     19.90%  
                   0-16-25-3-4   40.48%     38.63%     32.95%     19.30%  
                   0-1-256-3-4   40.48%     38.47%     32.86%     19.48%  
                   06-1-25-3-4   40.48%     38.41%     32.84%     19.49%  
                   0-14-2-36-5   42.06%     38.20%     32.97%     18.66%  
                   0-12-36-4-5   49.21%     38.20%     30.61%     17.66%  
                   01-2-36-4-5   55.56%     38.02%     31.54%     19.85%  
                   0-1-2-346-5   40.48%     37.75%     32.76%     20.01%  
                   05-16-2-3-4   39.68%     37.67%     32.00%     18.33%  
                   05-1-26-3-4   39.68%     37.55%     31.88%     18.48%  
                   0-156-2-3-4   40.48%     37.55%     32.23%     17.68%  
                   056-1-2-3-4   39.68%     37.45%     31.95%     18.54%  
                   0-15-26-3-4   40.48%     37.45%     32.09%     17.81%  
                   06-15-2-3-4   40.48%     37.34%     32.10%     17.85%  
                   0-1-2-3-456   38.10%     36.75%     32.16%     18.76%  
                   04-1-25-3-6   44.44%     36.38%     32.09%     19.00%  
                   0-16-2-35-4   38.10%     36.13%     31.53%     17.72%  
                   0-1-26-35-4   38.10%     36.02%     31.40%     17.87%  
                   06-1-2-35-4   38.10%     35.91%     31.42%     17.91%  
                   0-12-3-46-5   48.41%     35.86%     29.36%     16.06%  
                   02-1-36-4-5   42.86%     35.79%     28.93%     14.96%  
                   0-1-23-46-5   42.86%     35.71%     32.30%     18.91%  
                   01-2-3-46-5   54.76%     35.69%     30.29%     18.24%  
                   04-15-2-3-6   44.44%     35.31%     31.35%     17.36%  
                   0-1-245-3-6   42.86%     35.09%     31.06%     17.32%  
                   045-1-2-3-6   43.65%     35.07%     30.91%     17.77%  
                   0-14-25-3-6   43.65%     34.87%     31.19%     16.36%  
                   01-25-3-4-6   57.14%     34.69%     29.76%     17.55%  
                   0-1-235-4-6   46.03%     34.66%     31.60%     18.42%  
                   0-1-25-34-6   41.27%     34.64%     31.20%     17.70%  
                   046-1-2-3-5   42.06%     34.62%     31.04%     17.85%  
                   05-1-24-3-6   42.06%     34.51%     30.45%     16.63%  
                   0-16-2-3-45   37.30%     34.49%     30.71%     16.58%  
                   0-15-24-3-6   42.86%     34.40%     30.67%     15.96%  
                   04-1-2-3-56   41.27%     34.38%     30.91%     17.61%  
                   0-1-26-3-45   37.30%     34.37%     30.58%     16.74%  
                   0-125-3-4-6   53.97%     34.32%     28.76%     15.16%  
                   06-1-2-3-45   37.30%     34.27%     30.59%     16.77%  
                   04-16-2-3-5   41.27%     34.26%     30.61%     16.91%  
                   04-1-26-3-5   41.27%     34.14%     30.49%     17.06%  
                   05-14-2-3-6   42.86%     33.90%     30.24%     15.39%  
                   05-12-3-4-6   50.00%     33.90%     27.87%     14.39%  
                   04-1-2-35-6   42.06%     33.88%     30.66%     17.42%  
                   0-1-246-3-5   40.48%     33.84%     30.47%     16.53%  
                   015-2-3-4-6   59.52%     33.82%     29.21%     16.69%  
                   05-1-23-4-6   44.44%     33.75%     30.81%     17.25%  
                   0-145-2-3-6   43.65%     33.69%     30.35%     14.63%  
                   05-1-2-34-6   40.48%     33.68%     30.25%     16.73%  
                   0-13-2-46-5   42.86%     33.67%     30.94%     16.13%  
                   0-15-23-4-6   45.24%     33.64%     31.02%     16.58%  
                   0-1-236-4-5   43.65%     33.60%     31.29%     17.86%  
                   0-15-2-34-6   41.27%     33.57%     30.46%     16.06%  
                   0-1-24-3-56   39.68%     33.47%     30.23%     16.21%  
                   02-1-3-46-5   42.06%     33.46%     27.68%     13.35%  
                   0-16-24-3-5   39.68%     33.35%     29.93%     15.51%  
                   06-1-24-3-5   39.68%     33.13%     29.82%     15.70%  
                   0-146-2-3-5   41.27%     33.05%     30.10%     14.95%  
                   0-1-24-35-6   40.48%     32.97%     29.98%     16.02%  
                   0-14-2-3-56   40.48%     32.87%     30.01%     14.97%  
                   0-12-3-4-56   47.62%     32.86%     27.65%     13.97%  
                   0-126-3-4-5   47.62%     32.74%     27.39%     12.99%  
                   0-1-23-4-56   42.06%     32.71%     30.59%     16.83%  
                   01-2-3-4-56   53.97%     32.69%     28.58%     16.16%  
                   0-13-25-4-6   45.24%     32.67%     30.41%     15.43%  
                   0-1-2-34-56   38.10%     32.64%     30.02%     16.31%  
                   0-14-26-3-5   40.48%     32.63%     29.59%     14.42%  
                   0-16-23-4-5   42.06%     32.59%     30.28%     16.13%  
                   016-2-3-4-5   53.97%     32.54%     28.30%     15.17%  
                   06-14-2-3-5   40.48%     32.52%     29.60%     14.46%  
                   0-16-2-34-5   38.10%     32.52%     29.72%     15.61%  
                   06-12-3-4-5   47.62%     32.52%     27.24%     13.46%  
                   01-26-3-4-5   53.97%     32.45%     28.16%     15.61%  
                   0-1-26-34-5   38.10%     32.40%     29.60%     15.76%  
                   025-1-3-4-6   46.83%     32.39%     27.30%     13.17%  
                   06-1-23-4-5   42.06%     32.37%     30.17%     16.32%  
                   0-14-2-35-6   41.27%     32.37%     29.76%     14.78%  
                   0-12-35-4-6   48.41%     32.36%     27.40%     13.79%  
                   06-1-2-34-5   38.10%     32.30%     29.61%     15.80%  
                   01-2-35-4-6   54.76%     32.19%     28.33%     15.97%  
                   0-1-2-345-6   38.89%     32.09%     29.75%     15.97%  
                   0-135-2-4-6   46.03%     31.74%     29.80%     14.26%  
                   05-13-2-4-6   44.44%     31.71%     29.45%     14.47%  
                   03-1-2-46-5   38.10%     31.50%     28.62%     14.09%  
                   02-15-3-4-6   44.44%     31.39%     26.41%     11.02%  
                   0-136-2-4-5   43.65%     31.14%     29.64%     14.66%  
                   0-12-3-45-6   47.62%     30.72%     26.58%     12.65%  
                   0-13-2-4-56   42.06%     30.67%     29.23%     14.05%  
                   0-1-23-45-6   42.06%     30.57%     29.52%     15.50%  
                   01-2-3-45-6   53.97%     30.55%     27.51%     14.84%  
                   03-1-25-4-6   40.48%     30.50%     28.09%     13.39%  
                   04-12-3-5-6   51.59%     30.49%     26.48%     12.97%  
                   02-1-3-4-56   41.27%     30.46%     25.97%     11.27%  
                   0-13-26-4-5   42.06%     30.43%     28.80%     13.50%  
                   04-1-23-5-6   46.03%     30.34%     29.42%     15.83%  
                   02-16-3-4-5   41.27%     30.33%     25.67%     10.57%  
                   06-13-2-4-5   42.06%     30.33%     28.82%     13.54%  
                   026-1-3-4-5   41.27%     30.28%     25.71%     10.67%  
                   035-1-2-4-6   40.48%     29.98%     27.67%     13.04%  
                   02-1-35-4-6   42.06%     29.96%     25.72%     11.08%  
                   03-15-2-4-6   40.48%     29.43%     27.35%     11.75%  
                   036-1-2-4-5   38.89%     29.43%     27.60%     13.03%  
                   01-24-3-5-6   56.35%     29.41%     26.74%     13.76%  
                   014-2-3-5-6   61.11%     29.33%     27.06%     14.24%  
                   0-1-234-5-6   45.24%     29.31%     28.58%     14.63%  
                   0-124-3-5-6   53.17%     29.19%     25.92%     10.57%  
                   0-14-23-5-6   45.24%     28.83%     28.52%     13.19%  
                   0-12-34-5-6   48.41%     28.75%     25.59%     11.68%  
                   01-23-4-5-6   58.73%     28.65%     27.09%     14.38%  
                   01-2-34-5-6   54.76%     28.58%     26.53%     13.86%  
                   0-13-2-45-6   42.06%     28.53%     28.16%     12.72%  
                   03-1-2-4-56   37.30%     28.50%     26.91%     12.00%  
                   03-16-2-4-5   37.30%     28.38%     26.61%     11.30%  
                   02-1-3-45-6   41.27%     28.31%     24.90%     9.94%   
                   04-13-2-5-6   46.03%     28.30%     28.06%     13.05%  
                   03-1-26-4-5   37.30%     28.26%     26.49%     11.46%  
                   024-1-3-5-6   47.62%     27.87%     25.09%     10.46%  
                   012-3-4-5-6   68.25%     27.69%     23.02%     8.98%   
                   0-13-24-5-6   44.44%     27.39%     27.38%     11.64%  
                   0-123-4-5-6   57.14%     27.38%     25.58%     11.34%  
                   0-134-2-5-6   46.03%     26.88%     27.26%     10.80%  
                   02-14-3-5-6   44.44%     26.57%     23.91%     7.63%   
                   03-1-2-45-6   37.30%     26.36%     25.84%     10.68%  
                   02-1-34-5-6   42.06%     26.35%     23.92%     8.97%   
                   034-1-2-5-6   42.06%     26.35%     26.08%     11.43%  
                   013-2-4-5-6   58.73%     25.73%     24.73%     9.25%   
                   03-1-24-5-6   39.68%     25.22%     25.07%     9.60%   
                   03-14-2-5-6   40.48%     24.61%     24.85%     8.36%   
                   03-12-4-5-6   47.62%     24.61%     22.48%     7.37%   
                   02-13-4-5-6   46.03%     24.38%     23.12%     6.71%   
                   023-1-4-5-6   46.03%     24.32%     22.92%     6.98%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   0-1-25-36-4   42.06%     44.09%     36.21%     23.69%  
                   0-15-2-36-4   42.06%     43.02%     35.47%     22.05%  
                   05-1-2-36-4   41.27%     43.12%     35.26%     22.72%  
                   0-1-25-3-46   41.27%     41.75%     34.97%     22.08%  
                   0-15-2-3-46   41.27%     40.68%     34.22%     20.44%  
                   05-1-2-3-46   40.48%     40.79%     34.01%     21.11%  
                   0-1-2-36-45   38.89%     39.94%     33.96%     20.97%  
                   04-1-2-36-5   42.86%     39.72%     33.87%     21.30%  
                   0-1-2-356-4   39.68%     39.87%     33.79%     21.02%  
                   0-1-2-35-46   38.89%     39.25%     33.54%     20.50%  
                   0-1-24-36-5   41.27%     38.81%     33.19%     19.90%  
                   0-14-2-36-5   42.06%     38.20%     32.97%     18.66%  
                   0-16-25-3-4   40.48%     38.63%     32.95%     19.30%  
                   0-1-256-3-4   40.48%     38.47%     32.86%     19.48%  
                   06-1-25-3-4   40.48%     38.41%     32.84%     19.49%  
                   0-1-2-346-5   40.48%     37.75%     32.76%     20.01%  
                   0-1-23-46-5   42.86%     35.71%     32.30%     18.91%  
                   0-156-2-3-4   40.48%     37.55%     32.23%     17.68%  
                   0-1-2-3-456   38.10%     36.75%     32.16%     18.76%  
                   06-15-2-3-4   40.48%     37.34%     32.10%     17.85%  
                   04-1-25-3-6   44.44%     36.38%     32.09%     19.00%  
                   0-15-26-3-4   40.48%     37.45%     32.09%     17.81%  
                   05-16-2-3-4   39.68%     37.67%     32.00%     18.33%  
                   056-1-2-3-4   39.68%     37.45%     31.95%     18.54%  
                   05-1-26-3-4   39.68%     37.55%     31.88%     18.48%  
                   0-1-235-4-6   46.03%     34.66%     31.60%     18.42%  
                   01-2-36-4-5   55.56%     38.02%     31.54%     19.85%  
                   0-16-2-35-4   38.10%     36.13%     31.53%     17.72%  
                   06-1-2-35-4   38.10%     35.91%     31.42%     17.91%  
                   0-1-26-35-4   38.10%     36.02%     31.40%     17.87%  
                   04-15-2-3-6   44.44%     35.31%     31.35%     17.36%  
                   0-1-236-4-5   43.65%     33.60%     31.29%     17.86%  
                   0-1-25-34-6   41.27%     34.64%     31.20%     17.70%  
                   0-14-25-3-6   43.65%     34.87%     31.19%     16.36%  
                   0-1-245-3-6   42.86%     35.09%     31.06%     17.32%  
                   046-1-2-3-5   42.06%     34.62%     31.04%     17.85%  
                   0-15-23-4-6   45.24%     33.64%     31.02%     16.58%  
                   0-13-2-46-5   42.86%     33.67%     30.94%     16.13%  
                   04-1-2-3-56   41.27%     34.38%     30.91%     17.61%  
                   045-1-2-3-6   43.65%     35.07%     30.91%     17.77%  
                   05-1-23-4-6   44.44%     33.75%     30.81%     17.25%  
                   0-16-2-3-45   37.30%     34.49%     30.71%     16.58%  
                   0-15-24-3-6   42.86%     34.40%     30.67%     15.96%  
                   04-1-2-35-6   42.06%     33.88%     30.66%     17.42%  
                   04-16-2-3-5   41.27%     34.26%     30.61%     16.91%  
                   0-12-36-4-5   49.21%     38.20%     30.61%     17.66%  
                   06-1-2-3-45   37.30%     34.27%     30.59%     16.77%  
                   0-1-23-4-56   42.06%     32.71%     30.59%     16.83%  
                   0-1-26-3-45   37.30%     34.37%     30.58%     16.74%  
                   04-1-26-3-5   41.27%     34.14%     30.49%     17.06%  
                   0-1-246-3-5   40.48%     33.84%     30.47%     16.53%  
                   0-15-2-34-6   41.27%     33.57%     30.46%     16.06%  
                   05-1-24-3-6   42.06%     34.51%     30.45%     16.63%  
                   0-13-25-4-6   45.24%     32.67%     30.41%     15.43%  
                   0-145-2-3-6   43.65%     33.69%     30.35%     14.63%  
                   01-2-3-46-5   54.76%     35.69%     30.29%     18.24%  
                   0-16-23-4-5   42.06%     32.59%     30.28%     16.13%  
                   05-1-2-34-6   40.48%     33.68%     30.25%     16.73%  
                   05-14-2-3-6   42.86%     33.90%     30.24%     15.39%  
                   0-1-24-3-56   39.68%     33.47%     30.23%     16.21%  
                   06-1-23-4-5   42.06%     32.37%     30.17%     16.32%  
                   0-146-2-3-5   41.27%     33.05%     30.10%     14.95%  
                   0-1-2-34-56   38.10%     32.64%     30.02%     16.31%  
                   0-14-2-3-56   40.48%     32.87%     30.01%     14.97%  
                   0-1-24-35-6   40.48%     32.97%     29.98%     16.02%  
                   0-16-24-3-5   39.68%     33.35%     29.93%     15.51%  
                   06-1-24-3-5   39.68%     33.13%     29.82%     15.70%  
                   0-135-2-4-6   46.03%     31.74%     29.80%     14.26%  
                   0-14-2-35-6   41.27%     32.37%     29.76%     14.78%  
                   01-25-3-4-6   57.14%     34.69%     29.76%     17.55%  
                   0-1-2-345-6   38.89%     32.09%     29.75%     15.97%  
                   0-16-2-34-5   38.10%     32.52%     29.72%     15.61%  
                   0-136-2-4-5   43.65%     31.14%     29.64%     14.66%  
                   06-1-2-34-5   38.10%     32.30%     29.61%     15.80%  
                   06-14-2-3-5   40.48%     32.52%     29.60%     14.46%  
                   0-1-26-34-5   38.10%     32.40%     29.60%     15.76%  
                   0-14-26-3-5   40.48%     32.63%     29.59%     14.42%  
                   0-1-23-45-6   42.06%     30.57%     29.52%     15.50%  
                   05-13-2-4-6   44.44%     31.71%     29.45%     14.47%  
                   04-1-23-5-6   46.03%     30.34%     29.42%     15.83%  
                   0-12-3-46-5   48.41%     35.86%     29.36%     16.06%  
                   0-13-2-4-56   42.06%     30.67%     29.23%     14.05%  
                   015-2-3-4-6   59.52%     33.82%     29.21%     16.69%  
                   02-1-36-4-5   42.86%     35.79%     28.93%     14.96%  
                   06-13-2-4-5   42.06%     30.33%     28.82%     13.54%  
                   0-13-26-4-5   42.06%     30.43%     28.80%     13.50%  
                   0-125-3-4-6   53.97%     34.32%     28.76%     15.16%  
                   03-1-2-46-5   38.10%     31.50%     28.62%     14.09%  
                   0-1-234-5-6   45.24%     29.31%     28.58%     14.63%  
                   01-2-3-4-56   53.97%     32.69%     28.58%     16.16%  
                   0-14-23-5-6   45.24%     28.83%     28.52%     13.19%  
                   01-2-35-4-6   54.76%     32.19%     28.33%     15.97%  
                   016-2-3-4-5   53.97%     32.54%     28.30%     15.17%  
                   01-26-3-4-5   53.97%     32.45%     28.16%     15.61%  
                   0-13-2-45-6   42.06%     28.53%     28.16%     12.72%  
                   03-1-25-4-6   40.48%     30.50%     28.09%     13.39%  
                   04-13-2-5-6   46.03%     28.30%     28.06%     13.05%  
                   05-12-3-4-6   50.00%     33.90%     27.87%     14.39%  
                   02-1-3-46-5   42.06%     33.46%     27.68%     13.35%  
                   035-1-2-4-6   40.48%     29.98%     27.67%     13.04%  
                   0-12-3-4-56   47.62%     32.86%     27.65%     13.97%  
                   036-1-2-4-5   38.89%     29.43%     27.60%     13.03%  
                   01-2-3-45-6   53.97%     30.55%     27.51%     14.84%  
                   0-12-35-4-6   48.41%     32.36%     27.40%     13.79%  
                   0-126-3-4-5   47.62%     32.74%     27.39%     12.99%  
                   0-13-24-5-6   44.44%     27.39%     27.38%     11.64%  
                   03-15-2-4-6   40.48%     29.43%     27.35%     11.75%  
                   025-1-3-4-6   46.83%     32.39%     27.30%     13.17%  
                   0-134-2-5-6   46.03%     26.88%     27.26%     10.80%  
                   06-12-3-4-5   47.62%     32.52%     27.24%     13.46%  
                   01-23-4-5-6   58.73%     28.65%     27.09%     14.38%  
                   014-2-3-5-6   61.11%     29.33%     27.06%     14.24%  
                   03-1-2-4-56   37.30%     28.50%     26.91%     12.00%  
                   01-24-3-5-6   56.35%     29.41%     26.74%     13.76%  
                   03-16-2-4-5   37.30%     28.38%     26.61%     11.30%  
                   0-12-3-45-6   47.62%     30.72%     26.58%     12.65%  
                   01-2-34-5-6   54.76%     28.58%     26.53%     13.86%  
                   03-1-26-4-5   37.30%     28.26%     26.49%     11.46%  
                   04-12-3-5-6   51.59%     30.49%     26.48%     12.97%  
                   02-15-3-4-6   44.44%     31.39%     26.41%     11.02%  
                   034-1-2-5-6   42.06%     26.35%     26.08%     11.43%  
                   02-1-3-4-56   41.27%     30.46%     25.97%     11.27%  
                   0-124-3-5-6   53.17%     29.19%     25.92%     10.57%  
                   03-1-2-45-6   37.30%     26.36%     25.84%     10.68%  
                   02-1-35-4-6   42.06%     29.96%     25.72%     11.08%  
                   026-1-3-4-5   41.27%     30.28%     25.71%     10.67%  
                   02-16-3-4-5   41.27%     30.33%     25.67%     10.57%  
                   0-12-34-5-6   48.41%     28.75%     25.59%     11.68%  
                   0-123-4-5-6   57.14%     27.38%     25.58%     11.34%  
                   024-1-3-5-6   47.62%     27.87%     25.09%     10.46%  
                   03-1-24-5-6   39.68%     25.22%     25.07%     9.60%   
                   02-1-3-45-6   41.27%     28.31%     24.90%     9.94%   
                   03-14-2-5-6   40.48%     24.61%     24.85%     8.36%   
                   013-2-4-5-6   58.73%     25.73%     24.73%     9.25%   
                   02-1-34-5-6   42.06%     26.35%     23.92%     8.97%   
                   02-14-3-5-6   44.44%     26.57%     23.91%     7.63%   
                   02-13-4-5-6   46.03%     24.38%     23.12%     6.71%   
                   012-3-4-5-6   68.25%     27.69%     23.02%     8.98%   
                   023-1-4-5-6   46.03%     24.32%     22.92%     6.98%   
