R:A::C:P,0,1 2 5,3,4 6
0,0.3150684931506849,0.3835616438356164,0.0684931506849315,0.2328767123287671
1 2 5,0.17681728880157171,0.47544204322200395,0.12180746561886051,0.22593320235756384
3,0.08,0.5,0.18,0.24
4 6,0.12751677852348994,0.40268456375838924,0.12751677852348994,0.3422818791946309
