R:A::C:P,0 1,2,3,4,5 6
0 1,0.28517110266159695,0.09505703422053231,0.04752851711026616,0.060836501901140684,0.07034220532319392
2,0.07034220532319392,0.045627376425855515,0.039923954372623575,0.019011406844106463,0.03612167300380228
3,0.011406844106463879,0.017110266159695818,0.009505703422053232,0.0038022813688212928,0.022813688212927757
4,0.009505703422053232,0.009505703422053232,0.0019011406844106464,0.0,0.024714828897338403
5 6,0.034220532319391636,0.011406844106463879,0.019011406844106463,0.026615969581749048,0.028517110266159697
