R:A::C:P,0,1,2,3,4,5,6,7,p
0,34,18,4,4,4,1,0,2,1
1,44,93,33,10,15,9,2,10,10
2,14,30,30,11,10,5,5,3,3
3,2,10,4,9,5,2,1,0,1
4,2,4,2,6,5,1,2,0,2
5,1,4,0,1,2,11,6,1,0
6,2,7,3,1,8,4,8,4,0
7,0,2,0,0,0,0,0,3,2
p,3,4,3,1,0,1,2,3,5
