R:A::C:P,antag,fool,other,protag
antag,0.0036275695284159614,0.0012091898428053204,0.018137847642079808,0.012091898428053204
fool,0.0024183796856106408,0.016928657799274487,0.0048367593712212815,0.0036275695284159614
other,0.09310761789600967,0.10519951632406288,0.5634824667472793,0.13301088270858524
protag,0.006045949214026602,0.0024183796856106408,0.014510278113663845,0.019347037484885126
