R:A::C:P,0,1 4,2 3 5 6
0,0.053231939163498096,0.03231939163498099,0.043726235741444866
1 4,0.13307984790874525,0.13688212927756654,0.20532319391634982
2 3 5 6,0.060836501901140684,0.10456273764258556,0.2300380228136882
