R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.49619771863117873,0.08745247148288973,0.07984790874524715,0.10646387832699619
3,0.028517110266159697,0.009505703422053232,0.0038022813688212928,0.022813688212927757
4,0.019011406844106463,0.0019011406844106464,0.0,0.024714828897338403
5 6,0.045627376425855515,0.019011406844106463,0.026615969581749048,0.028517110266159697
