R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.6444444444444445,0.11358024691358025,0.1037037037037037,0.1382716049382716
3,0.4411764705882353,0.14705882352941177,0.058823529411764705,0.35294117647058826
4,0.4166666666666667,0.041666666666666664,0.0,0.5416666666666666
5 6,0.38095238095238093,0.15873015873015872,0.2222222222222222,0.23809523809523808
