R:A::C:P,0,1,2 4,3,5 6
0,0.4857142857142857,0.14285714285714285,0.2571428571428571,0.05714285714285714,0.05714285714285714
1,0.2571428571428571,0.2571428571428571,0.24285714285714285,0.17142857142857143,0.07142857142857142
2 4,0.12195121951219512,0.0975609756097561,0.3170731707317073,0.3170731707317073,0.14634146341463414
3,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0
5 6,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666
