R:A::C:P,0 4,1 2 5 6,3
0 4,0.12955465587044535,0.06477732793522267,0.020242914979757085
1 2 5 6,0.25101214574898784,0.3805668016194332,0.10526315789473684
3,0.004048582995951417,0.02834008097165992,0.016194331983805668
