R:A::C:P,0 3,1 2 5 6,4
0 3,0.5185185185185185,0.37037037037037035,0.1111111111111111
1 2 5 6,0.3791208791208791,0.5164835164835165,0.1043956043956044
4,0.2727272727272727,0.2727272727272727,0.45454545454545453
