R:A::C:P,0 4,1 5,2,3,6
0 4,0.13963963963963963,0.09405940594059406,0.13690476190476192,0.0898876404494382,0.04040404040404041
1 5,0.38963963963963966,0.37376237623762376,0.2916666666666667,0.29775280898876405,0.25757575757575757
2,0.16441441441441443,0.2079207920792079,0.24404761904761904,0.21910112359550563,0.1919191919191919
3,0.07207207207207207,0.06683168316831684,0.08928571428571429,0.08426966292134831,0.06565656565656566
6,0.23423423423423423,0.25742574257425743,0.23809523809523808,0.3089887640449438,0.4444444444444444
