R:A::C:P,antag,fool,protag
antag,0.3793103448275862,0.06896551724137931,0.5517241379310345
fool,0.21739130434782608,0.6521739130434783,0.13043478260869565
protag,0.4,0.05714285714285714,0.5428571428571428
