R:A::C:P,antag,fool,protag
antag,0.12643678160919541,0.022988505747126436,0.1839080459770115
fool,0.05747126436781609,0.1724137931034483,0.034482758620689655
protag,0.16091954022988506,0.022988505747126436,0.21839080459770116
