R:A::C:P,0,1 2 4 5,3,6
0,0.07446808510638298,0.06382978723404255,0.007978723404255319,0.013297872340425532
1 2 4 5,0.1675531914893617,0.3696808510638298,0.0797872340425532,0.12234042553191489
3,0.0026595744680851063,0.0425531914893617,0.007978723404255319,0.005319148936170213
6,0.0026595744680851063,0.034574468085106384,0.0026595744680851063,0.0026595744680851063
