R:A::C:P,0,1 2 4 5,3,6
0,0.3010752688172043,0.125,0.08108108108108109,0.09259259259259259
1 2 4 5,0.6774193548387096,0.7239583333333334,0.8108108108108109,0.8518518518518519
3,0.010752688172043012,0.08333333333333333,0.08108108108108109,0.037037037037037035
6,0.010752688172043012,0.06770833333333333,0.02702702702702703,0.018518518518518517
