R:A::C:P,0 5,1 4,2,3,6
0 5,0.1580188679245283,0.12028301886792453,0.10119047619047619,0.12359550561797752,0.06565656565656566
1 4,0.3160377358490566,0.4056603773584906,0.3273809523809524,0.2640449438202247,0.23232323232323232
2,0.1721698113207547,0.19811320754716982,0.24404761904761904,0.21910112359550563,0.1919191919191919
3,0.07783018867924528,0.06132075471698113,0.08928571428571429,0.08426966292134831,0.06565656565656566
6,0.2759433962264151,0.21462264150943397,0.23809523809523808,0.3089887640449438,0.4444444444444444
