R:C::C:G,0,1,2,3,4,5,6,7,p
0,0,74,0,0,0,0
1,12,352,13,1,0,3
2,16,238,16,2,0,3
3,13,80,8,0,0,1
4,6,61,3,0,0,3
5,3,82,7,3,0,1
6,41,282,45,0,5,18
7,3,23,4,0,0,0
p,0,45,5,0,0,0
