R:A::C:P,0 1,2 3 5,4 6
0 1,0.6944444444444444,0.4782608695652174,0.4368932038834951
2 3 5,0.2361111111111111,0.4057971014492754,0.34951456310679613
4 6,0.06944444444444445,0.11594202898550725,0.21359223300970873
