R:A::C:P,0,1 5,2,3 4 6
0,0.07446808510638298,0.034574468085106384,0.010638297872340425,0.0398936170212766
1 5,0.1356382978723404,0.10106382978723404,0.061170212765957445,0.18882978723404256
2,0.026595744680851064,0.061170212765957445,0.034574468085106384,0.09308510638297872
3 4 6,0.010638297872340425,0.026595744680851064,0.02925531914893617,0.07180851063829788
