R:A::C:P,0,1 5,2,3 4 6
0,0.4666666666666667,0.21666666666666667,0.06666666666666667,0.25
1 5,0.2786885245901639,0.20765027322404372,0.12568306010928962,0.3879781420765027
2,0.12345679012345678,0.2839506172839506,0.16049382716049382,0.43209876543209874
3 4 6,0.07692307692307693,0.19230769230769232,0.21153846153846154,0.5192307692307693
