R:A::C:P,0,1 4,2,3 5 6
0,0.029449423815621,0.03201024327784891,0.0076824583866837385,0.024327784891165175
1 4,0.08578745198463508,0.1293213828425096,0.056338028169014086,0.13700384122919335
2,0.029449423815621,0.07170294494238157,0.03841229193341869,0.08066581306017925
3 5 6,0.029449423815621,0.09090909090909091,0.03329065300896287,0.12419974391805377
