R:A::C:P,0,1 4,2,3 5 6
0,0.16911764705882354,0.09881422924901186,0.05660377358490566,0.06643356643356643
1 4,0.49264705882352944,0.39920948616600793,0.41509433962264153,0.3741258741258741
2,0.16911764705882354,0.22134387351778656,0.2830188679245283,0.2202797202797203
3 5 6,0.16911764705882354,0.28063241106719367,0.24528301886792453,0.33916083916083917
