R:A::C:P,0,1 2 3,4 5 6
0,0.43243243243243246,0.3918918918918919,0.17567567567567569
1 2 3,0.19525065963060687,0.4551451187335092,0.3496042216358839
4 5 6,0.13214285714285715,0.3678571428571429,0.5
