R:A::C:P,0,1 2,3,4,5 6
0,0.053231939163498096,0.04182509505703422,0.011406844106463879,0.009505703422053232,0.013307984790874524
1 2,0.1596958174904943,0.2414448669201521,0.07604562737642585,0.07034220532319392,0.09315589353612168
3,0.005703422053231939,0.022813688212927757,0.009505703422053232,0.0038022813688212928,0.022813688212927757
4,0.005703422053231939,0.013307984790874524,0.0019011406844106464,0.0,0.024714828897338403
5 6,0.022813688212927757,0.022813688212927757,0.019011406844106463,0.026615969581749048,0.028517110266159697
