R:A::C:P,0 2,1 3 5 6,4
0 2,0.10499359795134443,0.1613316261203585,0.04737516005121639
1 3 5 6,0.18437900128040974,0.3725992317541613,0.0793854033290653
4,0.020486555697823303,0.020486555697823303,0.008962868117797696
