R:A::C:P,0,1,2 3 5,4 6
0,0.4857142857142857,0.14285714285714285,0.17142857142857143,0.2
1,0.2571428571428571,0.2571428571428571,0.4,0.08571428571428572
2 3 5,0.1111111111111111,0.1111111111111111,0.6444444444444445,0.13333333333333333
4 6,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333
