R:A::C:P,0,1,2 3 5,4 6
0,0.1069182389937107,0.031446540880503145,0.03773584905660377,0.0440251572327044
1,0.11320754716981132,0.11320754716981132,0.1761006289308176,0.03773584905660377
2 3 5,0.031446540880503145,0.031446540880503145,0.18238993710691823,0.03773584905660377
4 6,0.012578616352201259,0.0,0.025157232704402517,0.018867924528301886
