R:A::C:P,0 2,1,3 4 5 6
0 2,0.35267857142857145,0.37209302325581395,0.3148148148148148
1,0.47767857142857145,0.5,0.35185185185185186
3 4 5 6,0.16964285714285715,0.12790697674418605,0.3333333333333333
