R:A::C:P,0 2,1,3 4 5 6
0 2,0.15019011406844107,0.060836501901140684,0.12927756653992395
1,0.20342205323193915,0.0817490494296578,0.1444866920152091
3 4 5 6,0.07224334600760456,0.02091254752851711,0.13688212927756654
