R:A::C:P,0 4,1,2 3 5
0 4,0.391304347826087,0.3333333333333333,0.1388888888888889
1,0.43478260869565216,0.47619047619047616,0.4444444444444444
2 3 5,0.17391304347826086,0.19047619047619047,0.4166666666666667
