R:A::C:P,0 1 2,3,4 5 6
0 1 2,0.5753424657534246,0.10410958904109589,0.32054794520547947
3,0.4215686274509804,0.14705882352941177,0.43137254901960786
4 5 6,0.34464285714285714,0.15535714285714286,0.5
